word,derivation
प्रदोष,['सूत्रेण प्रादिसमासे `गोस्त्रियोरूपसर्जनस्य  इति सूत्रेण  1 2 48  ह्रस्वत्वे']
रजनीमुख,['`रजनी  शब्देन साकं `मुख  शब्दस्य `षष्ठी   2 2 8  इति सूत्रेण षष्ठीतत्पुरुष']
रजनीमुख,['समासे `रजनीमुखम्  इति रूपम् ।']
अर्धरात्र,['`अच्  प्रत्यये `अर्धरात्रम्  इति रूपम् ।']
अर्धरात्र,['`अर्ध  शब्देन साकं `शत्र  शब्दस्य एकविभक्ता षष्ठ्यन्तवचनम्   वा.2 2 2']
अर्धरात्र,['इति सूत्रवार्तिकेण `अहःसर्वेकदेशसंख्यातपुण्याच्च रात्रेः   5 4 87  इति सूत्रेण']
निशीथ,['`नि  उपसर्गपूर्वकात् `शीह्  स्वप्ने इति धातोः `निशीथगोपीथवगथाः   उ.2 9']
निशीथ,['इति सूत्रेम `थक्  प्रत्यये `निशीथ  इति रूपम् ।']
याम,[' उ.1 140  इति सूत्रेण `मन्  प्रत्यये `यामः  इति रूपम् ।']
याम,['या प्रापणे इति धातोः `अर्तिस्तुसुहुसृधृभिक्षुभायावापदियक्षिनीभ्यो मन्']
पर्वन्,['`पर्वन्  इति रूपम् ।']
पर्वन्,['`पॄ पालनपूरणयोः  इति धातोः `स्नामदिपद्यर्तिपॄशकिभ्योवनिप्   उ.4 113  इति सूत्रेण']
पर्वन्,['`वनिप्  प्रत्यये `सार्वदातुकार्धधातुकाद्योः   7 3 84  इति सूत्रेण `ऋ कारस्य गुणे']
सन्धि,[' 3 3 92  इति सूत्रेण `क्तिः  प्रत्यये `यस्येति च   6 4 184  इति सूत्रेण `आ']
सन्धि,['`सम्  उपसर्गपूर्वकात् `डुधाञ् धारणपोषणयोः  इति धातोः `उपसर्गे धोः किः']
सन्धि,['कारस्य लेपि `सन्धिः  इति रूपम् ।']
पक्षान्त,['`पक्ष  शब्देन साकं `अन्त  शब्दस्य षष्ठी  2 2 8  इति सूत्रेण']
पक्षान्त,['षष्ठीतत्पुरुषसमासे `पक्षान्तः  इति रूपम् ।']
पञ्चदशी,['`पञ्चदश  शब्दात् `तस्य पूरणे डट्   5 2 48  इति सूत्रेण `डट']
पञ्चदशी,['प्रत्यये `टिड्ढाणञ्द्धद्यसज्दघ्रञ्मात्रच्तद्यष्ठकञ्कञ्क्वरपः   4 2 15  इति सूत्रेण']
पञ्चदशी,['स्त्रियां `ङीप्  प्रत्यये `पञ्चदशी  इति रूपम् ।']
पौर्णमासी,['`अण्  प्रत्यये स्त्रियां `ङीप्  प्रत्यये `तद्धितेष्वचामादेः   7 2 117  सूत्रेण']
